100 8000 100
168 834 3068 2687
1106 1157 3722 1907
1050 133 2687 4563
709 802 3333 4563
7 286 3809 1301
516 310 4115 5319
1076 673 3513 5449
859 939 5028 4780
528 954 1685 3048
547 1314 5153 1907
47 974 2415 1009
867 478 1641 3809
826 1132 3227 3048
1194 485 3648 4115
304 741 5012 4780
661 857 537 1817
761 1181 4020 4564
750 547 5228 2340
1323 604 3513 5442
811 833 5449 5272
728 657 3333 4448
1241 1197 3809 1232
1135 675 5056 2514
742 600 4564 1685
1371 1012 1232 777
260 862 3513 2677
95 299 4444 3048
1391 381 2687 2239
135 1133 1522 1768
1096 1318 2316 1205
1262 636 2221 3350
803 662 1301 5437
697 826 5442 5631
425 827 4115 1301
824 791 3068 777
206 635 2681 1147
527 171 4703 2604
1296 196 3722 3068
363 526 988 791
1137 321 3778 2583
1285 920 2316 1742
726 796 1232 2655
457 287 842 2440
1175 762 2514 1205
1066 811 632 2340
564 724 1522 4780
73 293 3068 1641
482 1102 5437 31
719 707 5319 2514
922 271 2841 1522
335 637 4262 2549
998 1225 3333 4021
1146 99 3911 4444
728 581 4780 5653
104 1013 1817 1522
773 373 1500 3513
1427 438 3957 2239
465 569 5442 4780
985 616 4136 3778
339 348 2316 3333
674 937 4564 5220
105 643 3610 1522
1251 1117 3048 2415
411 481 1500 777
516 119 196 1500
1289 1027 4448 3610
1149 342 5003 5605
46 685 1147 537
637 343 1695 1685
1263 188 4770 4448
51 724 2681 3068
326 494 4115 5631
840 687 2376 791
532 35 4500 4444
587 1030 5449 2677
8 1138 4021 1009
502 128 2340 2549
492 773 2681 5442
501 1354 2841 3227
355 1045 2604 2558
637 799 2376 4136
459 462 2440 4136
975 1049 3610 2677
914 736 2681 3818
1365 1399 2341 2558
34 685 2340 2239
1336 1071 2558 5442
480 77 1181 1301
740 1336 4040 4921
94 677 4282 1181
192 1274 3624 5363
398 1071 5028 4448
689 601 2841 5228
875 137 1685 2687
1240 890 537 31
988 907 4115 2549
1152 490 5605 1181
130 1504 2221 4424
848 1133 2221 4921
807 507 2583 1205
1398 960 3068 2415
1232 696 3048 2583
379 779 3624 2340
992 844 5028 5442
722 640 1685 1851
156 1172 1817 1851
616 948 1685 2655
1162 928 5272 5653
592 1021 5012 1695
975 118 5012 4040
841 99 4444 3911
957 821 1147 1232
213 1021 2549 1232
1025 1155 2558 5536
1299 481 5653 3778
961 733 4020 2316
1357 900 5153 4448
942 67 842 1500
70 736 1301 2316
921 587 196 4262
453 603 1301 5153
555 353 3957 4136
1368 347 1695 5272
703 690 3068 3809
873 832 1641 4020
112 123 3333 4921
846 1317 1181 4424
1349 707 842 3648
1367 299 4444 3048
565 461 4780 2376
1061 628 2655 537
1119 873 1685 5028
787 1172 1522 4921
61 135 5442 5449
60 223 5228 2415
612 780 2687 3778
19 148 5449 5319
1240 973 4758 5012
1168 407 4021 4961
293 618 2340 842
1226 870 5449 4448
906 1022 520 5153
125 1155 4444 4424
186 1046 1522 1742
118 968 5631 3957
1369 1235 1500 4020
838 981 4564 5449
489 319 4136 2583
442 847 4563 3818
1278 666 5228 3648
365 610 4961 537
101 56 31 632
707 197 520 4262
1432 738 1851 2514
1112 1137 3227 2655
1063 708 4444 1301
942 859 3624 2415
65 89 4921 3227
3 386 5363 3957
1086 1045 3809 4921
116 793 2687 537
1166 636 2341 3048
863 594 1514 5319
628 370 5319 4040
344 44 3610 4961
382 956 2514 2655
1356 80 5028 2655
149 621 196 4770
880 553 1147 2376
399 338 3227 4424
181 458 4136 31
142 844 126 2440
1060 459 3227 4770
1363 1186 520 1851
1367 1063 2340 1522
1190 723 5272 5028
505 1255 119 4921
278 1298 4020 4780
743 1386 3227 632
1029 702 2514 4444
847 1211 4282 1009
562 67 1742 2376
147 816 1695 5442
181 676 3350 3624
656 634 491 4703
1117 562 4444 5003
1187 887 3048 1907
497 1074 5228 3624
167 1016 5319 3227
586 455 2687 2681
1016 609 3809 2604
388 1323 3624 2583
1052 419 3648 4040
993 776 3610 4020
710 261 126 5536
547 1330 4040 4770
1016 231 5220 5449
336 293 1695 3513
1408 854 5003 2655
922 800 2376 1817
331 326 119 3068
74 726 5449 5631
165 186 1181 842
224 393 3957 3513
1359 826 4758 4961
872 706 2316 1500
1011 190 126 5442
1097 1382 1205 3227
1281 624 2221 4703
609 652 31 4780
604 1060 5442 4921
678 579 491 2841
844 130 632 383
940 1221 2677 1500
731 941 2316 988
36 1324 2681 4020
1047 641 4020 2655
705 1108 2558 2583
418 615 988 2687
899 961 2514 3048
1137 316 632 1641
458 1225 1205 4262
315 446 2376 1685
998 917 3350 31
1153 702 3048 4758
84 283 4961 3068
1347 996 3350 2841
662 659 520 2514
134 277 2514 5272
468 518 491 126
74 876 3778 2376
1131 353 3957 4136
447 1197 4780 2677
1385 885 4758 4040
1102 860 4448 5442
471 279 2239 1817
532 14 5442 5653
457 1170 4961 4770
1326 514 4136 632
792 615 3809 5028
696 950 5437 119
202 507 2583 1205
1044 708 1641 842
1315 1198 1641 3624
387 581 196 4500
176 1022 2558 4021
1101 883 383 4563
946 132 3068 5012
544 1240 4424 1301
185 747 791 5363
768 255 5220 2687
550 518 2340 1768
1174 871 1301 3068
75 846 1522 2440
1002 906 2677 4115
1045 339 3778 4282
1344 1100 3818 5437
496 740 4563 31
346 491 2341 2604
1285 615 5028 2681
517 782 4136 3648
1252 1109 4448 3818
173 535 4675 5003
609 782 491 3911
936 658 1514 537
560 918 3227 2687
210 637 5319 3513
288 851 2514 4703
997 716 3809 5631
911 887 4563 4040
693 1228 4961 1147
1039 629 3610 2583
456 332 2558 3227
1428 622 5228 1522
951 607 1817 1232
851 361 4675 2514
1050 1123 4675 1205
1207 1161 4424 4500
830 160 4500 2604
461 561 2376 842
31 277 1522 5056
306 1006 5220 537
526 137 2687 1685
169 1273 1907 988
622 1009 1147 1522
135 1256 1907 5228
809 734 4040 1500
1365 776 3048 5536
474 1269 3068 1147
178 295 3957 3809
1379 1100 3722 1009
402 497 2440 2341
1378 119 1851 4703
33 367 2239 2316
1296 1221 2677 1500
215 712 3722 1500
230 859 3624 2415
112 913 5056 3350
21 933 4136 5028
1411 97 2841 4021
1350 974 5442 2376
312 1516 3624 5056
122 658 1851 1181
27 655 3648 1742
1323 1113 4758 1695
1410 982 1147 119
201 581 4780 5653
185 740 1514 383
207 719 5319 1641
1162 364 4262 2415
666 726 3624 4020
35 650 2655 119
1242 686 5228 4703
955 1254 2677 3957
23 52 1147 4675
374 699 4770 1232
212 192 1522 1851
357 137 1685 2687
1144 922 3333 4780
1110 987 3610 4563
441 195 4564 777
792 124 3610 1205
989 1348 520 3778
769 554 119 3911
1093 487 31 5028
666 435 2549 4448
1208 941 5220 5631
800 509 3722 4136
330 462 1851 4961
1029 830 31 1742
1428 1091 1907 3911
1311 889 2677 3048
861 1321 126 537
73 527 842 1742
542 641 2681 5012
457 682 31 2514
1227 708 842 1641
45 366 5442 31
1418 602 4675 3624
1103 1332 3333 31
136 853 2583 777
749 29 791 5028
99 820 2440 988
612 1229 1907 491
236 794 3610 842
561 1159 1768 1851
395 122 842 1514
1134 852 4021 2549
126 490 5605 1181
85 765 5363 1742
296 1260 3333 3068
17 920 3778 1742
1352 607 3624 2239
844 229 491 1685
700 1361 1817 3068
575 781 5442 4675
1133 979 2558 3068
576 863 3610 4758
1015 627 1181 5653
1340 1066 4770 5153
1269 628 2221 4040
662 1041 3818 2558
702 852 2655 5653
810 1206 2239 3068
1059 608 3722 2341
296 747 5442 5437
417 659 1181 3648
1081 693 2514 4500
767 178 3809 2549
763 827 2239 5153
606 356 5220 1514
432 143 632 4703
1117 407 5442 2841
1066 373 2440 5272
763 1122 1009 4961
572 1128 1009 4703
927 668 4703 842
782 901 2549 5437
1017 228 4500 3778
445 1177 4448 5631
463 651 1514 4444
1240 197 520 4262
1353 361 5220 4780
841 980 632 1695
294 708 842 1641
411 597 3911 2583
327 1040 4282 3350
1049 322 491 5536
399 1142 3818 1147
450 643 1522 4282
1101 1342 3227 3648
998 744 1500 3778
419 417 1685 777
196 1107 5437 5056
1010 563 2549 4770
913 1246 1817 383
201 1279 777 2677
475 751 777 5605
64 1353 1907 5363
1048 563 1181 5536
1310 1204 5028 3333
1073 1505 2677 2221
1024 1143 2687 4424
713 460 2687 5449
1078 385 5153 3068
971 886 1301 791
1044 226 2604 1641
79 150 1695 2440
143 627 842 4500
1192 348 4675 4780
934 1015 5653 4758
567 157 3350 4448
23 1206 3227 3722
736 886 3722 777
375 381 2239 2687
251 1427 4921 31
1065 944 5028 1907
1052 664 383 842
799 199 4758 1232
341 158 3227 1009
157 1263 4961 3333
1063 736 31 2415
795 701 1301 988
1066 744 3610 1181
366 500 632 5220
1417 817 5003 2316
405 762 520 5220
661 438 1742 4770
934 662 5319 1301
243 1027 2604 2677
938 436 2221 1205
452 478 4115 4961
227 247 2549 2221
427 817 1147 5442
355 515 4500 5536
1253 1124 4770 4444
1341 1237 5631 1768
1407 1074 5228 3624
217 501 3068 5319
667 950 4564 3818
941 786 4020 5153
533 1329 4262 2655
1324 468 5605 2341
328 1117 3048 2415
1162 1028 1907 3610
1321 1100 1768 4500
1056 180 3350 4262
1048 925 2549 5319
1165 1188 5028 4921
512 1251 4424 2514
868 1018 1742 3722
824 973 4136 3048
1 550 777 4500
508 600 4564 1685
529 64 1500 1685
176 244 4703 2583
866 1223 4424 1500
123 383 1641 383
1361 82 1851 3818
1066 1019 3227 842
1051 418 4961 5056
812 1163 4961 1768
419 653 5220 4500
355 348 3778 5631
663 1013 537 4136
386 837 777 4021
650 1140 2239 3648
1227 900 4448 5153
774 467 5028 4040
690 317 1205 4021
460 1256 1907 5228
895 423 3957 777
962 594 842 2841
673 670 2583 5631
1411 1082 491 3624
274 820 2316 196
1208 702 2514 4444
1077 948 4564 4703
928 1391 3648 2316
103 853 1907 3350
810 591 3957 5056
781 1334 4040 3624
841 606 4136 1695
991 327 3068 4282
43 162 2415 1500
1407 749 5319 3809
938 529 119 1641
944 945 3624 4780
1162 817 5319 4675
203 817 5319 4675
572 191 5442 1522
312 1028 1205 4448
109 823 1522 2681
253 281 5003 2415
1004 553 5220 2239
971 381 5653 5056
469 493 5272 842
1285 420 3911 4703
1008 1018 3068 1232
1211 1344 4921 3818
215 89 2221 3809
399 724 4961 5272
380 802 5272 3048
633 1137 2558 4500
421 380 1742 2440
1111 158 1009 3227
7 676 3350 3624
824 515 31 3048
1306 1073 1768 3648
1024 632 988 3809
625 934 4424 4040
833 113 2514 1685
386 249 2681 2340
553 675 2514 5056
268 845 4020 3648
1060 1251 3227 4961
541 977 1500 3227
154 878 2677 5631
1236 220 2440 1514
37 1263 2681 2558
1421 497 4262 3624
1109 119 1851 4703
1365 784 5272 31
974 201 4424 4758
768 527 2687 1768
312 1096 2239 4500
833 537 5605 4444
975 562 1205 5605
713 529 3350 5220
927 363 842 3809
1259 594 4448 2221
484 302 4500 383
315 260 1695 2514
1131 713 3809 4040
686 1093 1768 119
713 899 2440 4282
884 277 5272 2514
1206 332 2681 5228
806 746 3624 4564
1248 828 2415 5012
290 972 1742 383
255 644 2340 4961
280 529 5220 3350
752 518 2440 5437
783 1256 632 1817
387 826 4758 4961
880 754 1301 4282
979 668 1205 5653
1094 1330 3624 2604
638 58 1181 196
1343 758 1181 1817
1368 497 4262 3624
636 674 4770 3809
258 468 5003 1695
1334 427 2604 5449
58 990 1742 4040
1190 1270 3227 3610
987 702 1742 520
425 736 842 520
88 511 5363 4500
905 1401 5437 1641
997 892 3722 4758
978 375 3911 5056
907 1181 3068 4448
474 374 1181 2376
237 1229 3610 4262
1039 817 5442 1147
755 1256 3333 1851
463 379 4448 1181
971 830 4040 1301
517 125 5363 5449
961 73 1685 196
990 840 126 4758
885 901 4675 2558
1269 562 196 5442
46 611 1009 4770
355 249 988 2604
70 1006 4424 4961
297 920 1742 2316
307 888 520 5319
866 688 777 2239
437 1269 4262 2604
261 589 1514 2583
846 464 3809 4563
1138 1006 2316 4040
904 916 4563 3911
201 160 2514 2440
1405 1028 1907 3610
1183 582 4921 3513
1400 635 1181 2583
321 633 2316 126
418 407 4961 4021
1121 665 537 1205
400 130 4021 988
603 33 5631 3048
764 1250 2841 1907
991 233 842 2514
885 856 4921 2514
1071 936 4021 2340
446 760 1181 4021
1421 1279 777 2677
64 1251 3624 1205
218 220 537 2376
1433 1229 491 1907
146 731 2340 5631
506 1315 1181 2677
991 268 196 2440
645 1108 2583 2558
849 607 3624 2239
332 563 196 4564
714 240 31 5449
237 125 5363 5449
521 419 1768 4921
389 1022 1641 1232
559 692 4020 2604
602 302 1514 2341
109 729 791 5272
594 1394 1817 2655
582 815 1742 2655
1130 196 4448 2440
757 404 1514 1742
1096 361 2514 4675
1126 966 537 5363
528 4 4040 4703
885 167 4770 1147
1362 996 4675 988
1411 382 4136 196
326 658 4500 3957
690 856 5437 2376
565 1113 4282 4424
270 794 4448 1009
1354 628 4040 2221
745 9 4115 3722
103 1145 4448 2655
732 425 2415 5272
27 1330 4040 4770
990 1070 3513 4020
550 1160 4262 4500
534 948 2655 1685
353 405 383 3911
210 625 5536 1641
820 237 3722 2604
852 567 1514 5653
827 76 5153 119
1136 711 777 2604
769 1197 119 3227
200 516 2677 2316
1107 1004 3722 4564
1204 713 3648 3957
816 197 4262 520
1331 397 2549 3957
368 653 4282 196
465 1178 4758 2549
1308 324 5272 1301
417 739 1181 5437
118 522 2655 3722
204 808 791 126
520 253 5319 4136
1391 629 2340 5028
627 1298 3911 4921
106 1516 5056 3624
1410 1070 2841 4675
132 813 3624 5272
1210 969 632 3350
171 535 1514 1768
883 495 1695 491
237 562 1641 4564
663 684 537 4675
1144 176 3778 5056
774 790 3048 5605
1346 429 5605 3778
190 537 5449 1205
750 790 5056 2440
998 459 3048 4703
1034 393 4021 1641
349 595 491 4262
458 625 5003 3722
994 201 5153 5056
698 661 1301 31
1345 795 4282 491
1251 854 2514 126
2 553 5442 1685
752 1065 3333 1522
183 1273 988 1907
249 873 491 4961
906 1302 1147 2655
1310 464 4563 3809
819 763 5319 5437
1209 685 5012 3957
1141 326 3648 5012
1275 341 1181 1695
723 548 31 3809
407 943 5442 1768
15 637 4262 2549
419 879 2841 1742
155 599 3809 5012
756 1283 4115 4921
697 533 5319 5228
796 683 5437 3957
0 1241 31 1232
1016 621 196 2841
389 661 31 1301
904 618 3648 1522
647 636 5605 3911
480 639 3350 3227
1183 727 2239 5605
353 874 2440 2841
1201 903 1500 5028
400 659 2841 1514
1273 678 5220 4262
973 910 5272 3227
623 1134 1009 3957
226 920 2316 1742
406 735 1500 1641
1218 585 2221 5536
198 748 2549 5012
551 1469 5437 2655
312 1299 3722 4770
584 202 5442 119
417 1294 5605 3624
1262 516 4780 4770
446 861 1301 4961
544 638 5653 2341
823 606 5272 491
473 533 3778 2341
505 1344 4758 2687
880 814 2549 3068
633 786 126 3648
417 360 1514 4136
909 1143 2655 4563
922 1285 3227 3068
286 1011 4564 4115
1123 1149 3610 4675
74 41 5319 5442
740 1185 3624 3648
1380 1305 2316 4444
409 1118 1522 1232
1063 66 1500 5228
330 1100 5437 3818
1369 1112 4424 5056
270 863 5449 5437
1338 704 1205 842
242 126 2239 4262
887 789 4961 5228
621 701 4136 4444
1340 373 31 5653
234 636 2221 3350
861 826 4961 842
527 1137 4500 2558
1256 1020 4262 119
458 570 5228 632
834 744 5319 3911
1264 130 5228 4780
851 310 2549 2514
290 849 3610 491
1368 1134 3648 2677
268 478 1768 2376
752 694 5437 842
445 918 2677 5442
948 652 31 4780
547 942 3333 5272
1347 433 4961 3818
628 129 3957 5003
953 155 1522 4115
1085 201 3333 3624
67 1386 520 2655
719 459 2340 1301
316 762 4703 3957
48 812 2604 4780
1429 981 4564 5449
198 1145 2655 4448
944 712 2549 31
301 1191 537 5319
81 431 5631 2841
1041 201 4758 4424
796 1292 1232 1500
814 892 3624 777
945 1440 3957 4758
995 658 1181 1851
1234 1144 1768 5028
40 436 4703 791
879 273 2440 5228
8 814 4040 4780
261 635 2376 4444
1047 915 1742 988
1090 406 5228 3350
190 838 2583 3350
1366 1130 2221 3624
1180 521 1768 1181
1389 670 5631 4564
1374 553 1147 2376
113 485 1147 1181
522 981 2239 31
221 733 1147 2221
1349 1256 632 1817
797 949 1147 2583
1386 1508 3624 31
826 654 2549 2239
745 97 2239 4675
1320 1030 5056 2316
972 73 1514 1500
1211 1161 791 4770
229 1161 5319 1232
952 1048 5012 2677
580 1099 5003 3227
155 786 2415 632
473 291 1522 632
782 1155 5437 2841
458 306 1181 5272
624 1363 4770 3068
820 1252 4703 3227
1085 888 2677 4675
986 478 3809 1641
149 222 1522 4703
529 906 4115 2677
39 239 4115 5153
1337 260 1205 2841
1349 638 1768 3809
130 336 3068 5028
299 287 4563 4448
239 512 2340 3957
1196 655 1817 4780
402 154 5605 2583
1259 1155 4444 4424
982 641 3350 2341
918 554 1514 5442
170 889 1009 126
252 661 5449 3610
421 1027 520 2583
1295 1158 4921 5536
1186 81 1301 1514
1068 499 3068 126
711 406 5003 5449
89 410 4444 4115
154 658 3957 4500
46 413 3610 383
1232 467 777 2440
1305 1027 2677 1851
920 1321 126 537
663 790 2440 5056
901 782 1851 777
395 947 3350 4424
282 611 4020 4703
570 1084 3624 791
475 617 4448 2341
1350 812 2376 2604
212 1361 520 4444
1035 188 4448 4770
1324 859 2415 3624
995 981 5319 3333
543 239 196 2415
909 338 5363 1500
927 474 2415 2549
671 1127 1009 1500
869 277 4444 5056
998 1089 3333 5536
1357 430 4703 5631
502 879 5028 842
294 695 520 3957
588 1091 3911 1907
1002 567 1768 777
1165 984 196 4921
220 944 4961 2558
1135 782 777 1851
1056 395 1500 5605
30 690 4282 5228
601 552 537 4282
1065 160 3957 2415
776 1350 2558 2221
525 140 1181 1500
1084 494 4115 5631
1047 1116 1232 4500
1139 272 4424 1907
706 324 5653 1851
322 798 5272 2655
353 918 5442 2677
954 1465 3333 4500
451 475 2341 3610
1100 1153 4921 2655
185 1026 2604 4424
1141 1384 520 5028
36 320 632 5536
276 678 4262 5220
1230 716 5153 3513
85 271 4448 2415
8 867 1817 4020
1195 555 5605 2514
1176 757 4115 3957
1139 791 777 3068
718 732 5012 777
539 869 5272 988
461 552 3610 2681
742 986 2677 3778
68 1240 4424 1301
294 794 4780 3722
1393 86 1641 3610
1327 612 2549 1205
598 803 5319 5631
467 1171 2514 1232
666 535 5003 4675
202 943 1768 5442
267 440 2415 4770
598 140 1181 1500
508 756 5028 5536
833 1136 1147 5012
454 67 3722 4703
908 640 2604 5220
270 277 791 2604
303 879 2415 4021
667 525 2549 2687
1419 869 5272 988
693 622 3648 5605
1148 604 3778 5220
310 382 3911 31
721 231 5220 5449
899 434 5605 196
979 533 4115 5028
716 1301 1907 2341
1159 1463 632 3624
439 76 1205 1641
586 922 4780 3333
827 1072 4780 1009
56 160 2415 3957
326 33 2549 777
393 326 2341 3957
297 1251 4424 2514
246 756 5653 3911
1183 137 2340 5272
1083 129 2681 777
157 894 2340 1232
512 983 791 2677
781 129 5536 119
1360 301 5631 2604
1151 341 632 3911
790 1184 5153 1009
983 1127 5437 4021
616 516 1301 5605
596 992 4758 5319
1195 765 2239 5536
1276 635 2583 1181
1379 171 2514 1500
170 1249 1009 5003
840 1188 4921 5449
472 481 3778 5653
689 546 3809 3610
772 292 5012 1522
1365 1137 4500 2558
695 687 1522 1514
917 702 777 31
184 380 2440 1742
119 550 4021 4136
125 1004 5536 4564
772 223 5003 2514
550 385 2604 1522
1223 848 3068 4758
178 500 632 5220
592 434 2549 2440
1142 405 2239 1301
132 383 1768 5437
85 617 4961 5153
904 1189 5028 3227
219 546 2239 3333
253 436 5653 5012
668 917 31 3350
1305 1173 2841 4262
73 1142 988 1768
580 316 1641 632
818 582 31 1514
999 736 3911 2514
1136 245 4961 2604
808 796 3068 1514
82 478 1742 4563
186 396 383 4961
646 968 537 1851
624 559 4921 4448
551 493 2440 2221
1201 249 2841 5153
931 886 3911 2415
436 2 2677 4424
634 486 537 2221
12 380 3513 491
131 617 4448 2341
1116 763 1907 537
730 860 4448 5442
965 522 5605 2221
1347 1065 5319 4921
743 341 3911 632
929 506 2415 777
167 426 4703 3610
157 742 1205 491
728 774 5272 5056
1345 629 4961 1522
787 618 842 2340
619 130 4961 5631
1382 237 1205 5012
60 374 5363 2841
790 1291 3818 4770
1401 745 3809 4115
1143 893 1851 2340
1014 896 5028 1301
456 128 3818 632
659 111 5449 119
1195 478 4961 4115
1066 404 3722 4444
789 695 2655 2681
957 430 4703 5631
308 566 2655 988
269 177 5653 126
1284 65 5228 1514
731 501 5319 3068
1187 652 988 1181
278 694 1641 1514
34 692 4020 2604
1100 1075 5012 2239
449 876 1641 2415
1311 650 5442 4444
266 525 5028 1851
600 1343 5437 4444
771 705 5363 777
1240 449 1768 5272
1279 319 4136 2583
430 113 5003 1514
987 338 4675 5437
476 877 4921 2687
30 937 632 3513
181 302 5363 31
183 983 491 3227
835 336 3068 5028
54 440 1851 3911
1302 1246 383 1817
997 938 4262 126
735 137 1685 2687
64 201 4424 4758
1016 435 4448 2549
355 667 5536 4282
673 1280 4675 2655
1233 533 1147 3333
903 249 2841 5153
1263 570 5228 632
591 1071 1232 2440
1186 615 2583 4282
1226 680 3610 5272
862 235 2239 1768
256 1286 2341 1232
508 490 2681 4500
243 891 5272 119
1030 388 2415 5220
126 142 5228 2687
756 721 1205 5220
811 1155 632 5437
1403 128 3809 2341
803 827 4115 1301
1138 991 383 3513
131 898 1181 2655
1138 829 2655 5319
1309 1126 2583 1009
697 834 4563 5012
798 752 2604 3957
1006 730 988 2514
1247 874 2655 196
1384 944 4448 2558
1102 146 5028 4282
881 554 5442 1514
784 158 1522 5319
133 491 3818 3048
851 273 4703 5153
602 844 126 2440
493 859 842 791
1427 467 4448 777
90 859 3624 2415
1395 1181 4444 1907
768 1204 4675 5028
618 1391 2316 3648
367 1193 5228 1009
400 656 791 2583
1097 1089 2604 3350
1132 1096 2239 4500
1409 677 1522 196
740 825 1695 5653
1195 168 4021 2604
575 747 2316 1685
285 524 3048 3722
999 1301 3809 4020
976 830 4040 1301
219 1044 777 3333
1180 710 5363 4961
847 916 1907 2376
1358 217 1742 4564
503 113 1851 3722
600 659 3648 1181
16 1249 1009 5003
1321 914 4770 5363
112 1035 5631 3624
150 338 5437 4675
525 571 2341 4021
1369 535 520 2415
781 838 3350 2583
549 629 988 1685
1421 763 4770 2221
120 1040 3350 4282
1186 989 2239 1851
125 979 5319 1768
457 634 1301 5653
1233 1026 537 4424
68 431 5442 5012
243 236 5028 4444
1158 500 632 5220
1066 155 3722 1522
1376 482 5605 3068
1388 1111 1851 4262
730 411 1641 3818
1417 288 5442 988
854 516 4780 4770
40 752 4563 1522
1263 460 2687 5449
423 1068 5028 1009
1323 507 2340 2440
618 223 2415 5228
979 1250 2841 1907
157 166 5153 1851
1375 283 1817 1147
330 537 4444 5605
1095 477 2239 491
1030 737 4021 1514
157 1136 2440 5631
186 764 3957 4040
1302 684 126 5228
1021 306 3068 3610
22 340 4115 5605
1164 533 4115 5028
1433 936 1695 31
575 665 1500 5437
26 1181 383 1147
116 723 2687 3722
638 542 2549 3350
222 715 5012 4020
549 1045 4921 5003
1211 120 4961 1641
264 271 2514 2681
526 478 1768 2376
504 1155 4282 3624
673 527 4262 1500
882 594 842 2841
675 597 3648 2376
1403 743 1301 1641
1194 227 3068 31
599 722 491 1817
685 624 4282 5272
630 700 4500 1742
1415 71 3911 3610
315 418 632 5653
1331 1388 3333 1205
1421 111 5449 119
656 587 5056 1685
491 1382 3227 1205
245 1251 1232 2687
716 869 5442 520
1401 420 842 5153
464 738 5442 3648
439 749 2376 2655
626 1136 1205 1907
517 491 5153 1205
861 569 988 3048
877 1255 520 4040
431 841 2514 4021
1372 796 4758 791
900 702 1205 5272
529 360 1301 4675
1351 1061 4961 1695
1346 370 1817 3624
1226 391 4115 1205
128 1006 2681 4921
390 122 1500 5003
53 725 1685 1205
28 1137 2558 4500
552 909 791 491
132 1133 1907 2681
1216 149 4780 842
1065 1233 4921 5153
465 1149 3610 4675
220 688 5228 4040
578 659 2514 520
384 498 2514 5363
1058 941 4021 4564
505 255 5220 2687
656 105 2239 1147
62 67 3722 4703
1006 921 4758 3818
442 863 3610 4758
18 991 3513 383
429 407 4021 4961
605 742 1500 2604
937 270 2415 491
972 2 2677 4424
1205 373 3350 1181
882 217 1742 4564
1119 97 1232 1907
66 941 4021 2376
1130 168 5056 383
1088 643 1522 1500
1412 636 3048 4020
450 534 3648 2549
953 1271 2841 520
559 1091 1009 1301
506 1022 3809 2316
694 974 3513 5012
362 970 3350 2558
826 445 2239 1685
424 421 4424 4921
347 1383 520 3048
806 629 1685 988
581 646 5056 4780
377 502 491 5056
196 716 5153 3513
1094 781 2440 3227
826 595 2415 2316
1359 373 3350 1181
1187 916 1205 4563
5 970 3350 2558
879 736 3722 3809
1074 754 4282 1301
763 921 4921 777
425 347 4444 1851
1123 436 5028 632
823 1225 4262 4703
730 536 1522 4444
29 933 5437 777
1408 341 3227 1232
741 1247 1907 2221
214 1063 2558 1641
1172 799 2376 4136
323 805 1301 2604
997 1148 1641 2239
1395 1134 3957 1009
381 336 1205 3818
1212 729 3513 2221
392 1100 2239 4020
905 373 5056 5442
827 463 4262 3227
582 1320 2677 5003
260 863 2340 3778
797 379 5437 3350
1206 622 842 126
295 689 5536 2681
1014 723 5028 5272
264 782 3648 4136
55 521 1768 3333
307 201 3957 2440
639 414 1685 4675
1185 1078 791 4448
1255 944 1514 5631
355 1279 2677 777
690 385 3350 1817
1243 360 4136 1514
3 243 2681 1181
929 907 4115 2549
175 1043 1522 1009
650 891 119 5272
754 731 5631 2340
1100 94 3778 2841
591 375 4500 2221
142 468 1851 3610
78 767 4262 1232
1268 386 5363 3957
788 432 4021 4282
330 754 1301 4282
979 1256 1907 5228
247 974 2655 1301
223 969 4424 5028
424 1360 3624 119
1046 303 2681 1301
1167 1070 4675 2841
1328 174 632 3068
1167 400 1147 4780
852 794 2604 2340
1396 321 4703 1205
183 675 5228 1205
1334 949 3818 3513
835 954 1742 5442
766 308 3068 791
744 650 2341 5319
456 519 491 2681
257 838 4020 4282
966 502 4020 1232
562 726 5449 5631
617 787 777 5153
619 846 2440 1522
745 570 537 3648
1389 964 4758 4564
426 272 5012 5153
395 831 5319 3048
449 1053 1742 2558
473 762 5605 4675
546 501 4444 2583
496 785 4262 2677
984 1270 3227 3610
900 507 1147 5272
1222 1063 3350 4040
629 804 126 1181
786 35 4500 4444
547 928 5605 1817
832 1066 1147 1851
56 1429 4921 4500
860 1059 196 3333
1402 871 3068 2340
1096 523 4262 1685
1336 497 1851 2341
867 942 3333 2514
895 386 1685 5363
814 948 5653 1768
1262 1027 2583 520
1416 854 2655 5003
292 945 2440 4021
898 456 4675 2316
1322 1375 1817 4500
558 645 5631 2341
535 393 3513 3957
689 50 1768 4770
68 91 1851 5056
63 1148 1009 3818
972 536 2655 1851
437 820 1301 383
221 862 2415 3722
539 830 2316 5153
755 787 5653 4675
852 695 4563 4564
631 856 4921 2514
864 619 2681 5220
1205 976 4448 119
971 450 2655 2841
693 275 1301 1695
790 1177 5631 4448
783 245 3227 1907
471 478 1742 4563
716 782 5442 4961
1351 685 3957 5012
336 431 5012 3048
705 578 5536 4563
188 618 3513 5605
1248 659 4021 842
1436 342 988 4500
830 1176 3911 4262
591 471 1500 1147
1138 961 3818 2677
362 129 4262 1768
1153 441 2681 2415
935 1041 5153 4424
114 867 1742 3227
1075 702 31 777
752 631 1514 1851
647 707 1514 5437
164 646 2440 537
1054 480 5003 1742
656 342 5220 119
951 272 4424 1907
1126 1035 3350 1641
464 709 2415 537
1164 502 5605 4500
955 623 4500 5653
1298 894 2677 2655
849 515 2549 4563
