50 5000 10
239 866 591 2331
405 120 2808 5088
615 1102 90 2808
357 319 350 1885
555 1092 5132 4946
610 255 1375 1991
1156 1282 5116 38
375 532 4698 2917
881 1026 5132 1375
873 973 591 1396
239 1017 5088 5503
1277 877 2530 1225
497 864 4946 5116
351 1015 4604 2971
611 121 4104 4698
1018 1532 4394 3471
22 1137 4104 1009
1079 963 5407 1009
1299 1503 1375 5023
468 715 591 1225
1089 1122 2530 2809
202 879 2530 350
339 680 4104 1991
1333 349 3063 3398
1433 1341 350 1225
319 1042 3398 2331
154 1374 3471 5023
1068 942 1225 1269
1118 774 2971 1225
109 362 1269 1178
487 728 4946 3471
1053 658 5407 629
772 807 5088 1396
258 743 5116 3211
1180 927 1885 5550
1215 1099 1991 2530
843 1476 1375 4270
966 1191 4394 99
646 250 1225 2025
508 805 591 1375
1426 149 5503 4573
631 93 2808 2567
841 765 4104 5023
856 225 4698 4554
1283 608 667 1225
1039 395 2808 3398
1012 1292 3398 1009
1226 1110 4827 5550
1191 1254 1396 1375
638 1078 90 1269
1348 707 3774 1396
90 272 2567 591
1130 392 720 5550
488 535 4554 5550
680 230 3063 5088
516 115 667 4554
1371 775 1375 1253
649 866 5407 3774
728 144 4573 1991
1288 136 2808 1253
870 287 4554 580
1272 17 3471 720
669 924 2809 4698
1017 506 5503 4554
1005 912 5503 1178
502 850 4144 2809
467 225 4554 4698
303 298 5023 1178
721 815 580 5023
1055 927 1178 5550
116 888 2809 3774
900 642 1225 2822
1030 506 3063 3211
1347 992 38 2331
1267 918 99 2530
378 566 3774 3398
1158 729 1225 1253
428 342 4604 3063
856 640 629 5023
471 237 3211 4604
1054 164 629 4698
617 920 4946 2809
721 928 5132 4144
275 251 4827 5023
833 1122 1991 3774
454 1532 4394 3471
413 740 1375 4104
548 420 591 4104
1405 1191 2025 4394
308 636 1178 1396
896 1319 720 1885
817 300 1269 2822
328 293 5503 580
777 920 4946 2809
171 261 1991 3471
497 852 591 4394
782 917 5116 667
1331 624 4946 1885
1168 940 2025 2331
36 954 1991 1253
805 688 2567 5023
54 246 38 5407
254 854 4827 2567
1312 932 1253 2331
49 943 1009 3063
1161 837 350 3211
1232 384 629 3063
78 879 2530 350
1246 492 1225 580
1155 631 667 38
520 477 4946 591
446 220 350 5132
700 1233 5116 5503
444 384 629 3063
1332 848 3471 3211
865 808 1885 4554
1052 522 4604 580
1131 996 38 3063
809 980 2822 2331
396 863 629 1375
788 1127 2917 4144
1234 1212 5407 5088
366 738 4827 90
811 618 4104 2808
1176 805 591 1375
1135 689 720 4119
886 863 2808 1225
270 1319 720 1885
294 1221 5550 1396
1003 470 3774 1885
685 112 3063 2808
341 892 99 3063
1237 449 4698 90
948 226 2822 2808
777 526 4604 2567
119 263 720 1991
209 899 99 2809
474 746 4698 2567
433 863 4698 4827
937 1334 2331 1375
1348 854 1225 2567
402 727 90 3774
177 800 5088 720
968 308 2530 1178
752 547 3063 4698
861 1425 4270 720
719 1191 4394 2025
1123 1434 2971 1253
324 775 1375 1253
443 477 591 4946
438 205 1375 1225
1224 734 5088 5116
900 524 4946 2025
1400 636 4604 4827
400 1305 5116 1991
644 205 1225 1375
132 957 1253 4827
5 816 4394 629
151 62 5116 4394
991 899 3211 1009
393 578 667 5407
482 1100 5088 4573
287 621 4946 4573
790 291 591 4554
187 215 1009 5116
566 870 3211 1396
608 578 667 5407
393 114 591 2822
395 263 4604 629
920 924 4698 2809
153 867 99 3774
753 736 5088 3211
244 1198 667 5132
241 844 1991 2809
18 346 2809 4827
327 940 2025 2331
589 1122 2822 350
1395 1295 720 2331
860 685 4144 4104
748 544 3471 5407
1375 990 4604 3471
170 152 1269 2567
1365 1106 5132 4119
1413 284 4144 5503
146 123 4827 5116
1101 1279 2971 2917
345 897 4827 4119
892 853 5407 5132
1306 513 1178 4104
170 250 1269 591
1356 974 4827 580
809 251 5023 4827
450 801 667 1375
311 1129 2917 1991
1438 1193 4827 4144
755 392 4554 3063
396 1167 1269 1991
30 863 4698 4827
1208 101 1178 4604
1378 550 4827 1178
1167 1368 720 1396
536 128 38 99
858 852 4394 591
1169 961 4604 4573
1039 1093 1269 2809
355 830 1269 1009
623 912 1178 5503
1337 149 4573 5503
1300 745 4946 720
1111 1170 4827 3398
838 831 1375 5088
541 557 580 3774
1420 1029 2971 3774
101 814 5503 4604
921 254 4144 3471
661 230 4394 1009
852 263 629 4604
944 330 3063 3774
805 540 3063 4946
476 10 1991 4144
1186 926 3063 2025
992 1079 2331 1991
88 810 2530 1396
225 100 2025 4573
1273 1064 2809 1225
1237 1089 4144 2331
256 192 3211 667
612 846 5116 1253
84 346 4827 2809
743 489 3774 2822
870 918 2331 5503
248 308 1178 2530
317 1097 720 1178
1438 526 2567 4604
908 395 2808 3398
182 1200 1009 1375
1412 1209 1885 1225
125 802 591 5550
133 355 720 99
1269 1162 1269 4144
320 1357 3471 350
535 434 3398 5088
887 1015 4604 2971
45 727 3774 90
733 537 2331 90
992 1341 350 1225
173 377 5503 720
182 983 629 350
525 934 4144 591
695 551 2822 4946
911 17 720 3471
1047 520 4104 90
400 956 1885 2822
626 1194 4144 1178
253 902 2331 5550
683 839 4144 629
1017 1134 5407 2808
1071 727 3774 90
157 418 4554 2917
724 775 1253 1375
195 1136 1375 3774
1242 684 2331 629
203 586 5088 4554
701 1017 5116 580
954 661 38 3398
69 122 3211 4946
1398 979 5116 4104
1093 935 4104 4394
110 534 4573 2971
1057 995 1375 2917
1015 1444 4827 720
1198 1405 3398 2809
1245 753 4946 1991
857 914 2917 720
243 366 3774 5023
1195 900 2567 1009
182 628 4827 2971
716 1017 580 5116
678 761 720 90
1054 520 4104 90
629 861 90 1396
388 1011 2971 1178
65 732 720 4698
922 377 5503 720
1038 1098 4573 350
665 1093 1269 2809
719 643 2567 4270
1436 136 3211 4698
546 753 4946 1991
1121 131 4104 4946
682 753 4946 1991
674 636 1178 1396
983 453 4946 90
567 1028 5132 2025
642 1332 1225 1009
832 592 1269 3211
267 237 4604 3211
135 1003 629 2971
681 990 629 1396
234 802 5550 591
916 1167 5023 4573
151 1162 1269 4144
1006 1005 1269 5132
5 481 4554 1178
647 910 5503 2530
1351 518 4270 1269
334 815 580 5023
1108 954 1991 1253
1357 608 629 5088
1099 494 2331 5132
1037 1078 1269 90
677 1198 667 5132
1392 1039 2971 4554
484 940 5550 2530
779 954 1253 1991
861 1094 2567 4573
231 1110 4104 1396
1374 805 591 1375
1030 1145 4573 1269
256 358 5023 350
1161 409 4554 3774
599 411 4604 4104
256 481 3471 3398
63 358 1178 3063
872 396 2331 2809
380 1058 5132 99
759 373 4573 1375
836 849 591 5116
618 1079 2331 1991
1042 129 1375 3471
518 622 2025 629
1274 1212 5088 5407
710 387 4604 5023
1016 300 2822 1269
884 10 4144 1991
853 552 4270 5132
172 230 4394 1885
880 1068 38 2567
895 637 4573 667
240 470 3774 1885
619 1004 5503 2567
156 1115 350 4554
1262 386 2331 1396
631 537 90 2331
395 960 1178 2025
1187 715 5116 2808
231 173 2567 1253
469 272 2822 5088
1237 1270 350 3398
1349 707 591 4270
528 838 99 1253
557 720 2530 1885
251 930 591 5407
1115 735 1375 4554
1013 169 4698 580
324 342 3063 4604
1247 744 1885 580
1355 612 629 90
82 886 3063 5503
965 1002 2567 99
330 854 4827 2567
893 272 2567 591
227 863 2808 1225
1044 563 2567 4554
1094 228 4946 4554
1083 384 629 3063
224 843 5116 90
499 493 3398 580
768 32 1885 2331
619 566 3774 3398
1253 870 3211 1396
1393 877 629 4827
425 1110 1991 1885
952 296 3211 4554
342 481 1178 4554
685 296 5088 591
160 968 5503 2808
1014 596 2025 2971
214 861 1396 90
705 237 4604 3211
518 929 591 90
862 1082 3398 4394
1068 436 4270 4604
750 949 5023 5407
1398 1129 5132 720
377 410 4604 4119
892 578 2809 4270
338 186 5132 1009
552 942 4604 1225
1257 481 3398 3471
335 392 4554 3063
679 48 2025 5503
9 360 580 5407
291 973 1375 1269
787 1116 1396 4554
528 1305 5116 1991
301 169 3398 2822
386 422 591 1178
639 567 667 2808
545 524 4946 2025
58 616 580 2822
639 1221 5550 1396
984 254 3471 4144
406 558 90 1991
1014 637 667 4573
1262 699 4604 90
1369 695 2530 4394
1039 141 4144 38
310 483 2530 3211
785 494 2331 5132
1000 1143 4827 2025
269 1035 4270 5407
768 114 1253 591
557 373 1375 4573
385 835 629 1991
82 1203 1396 3398
154 241 2331 4827
1109 900 1009 2567
532 807 2822 5023
159 628 720 2822
64 634 2808 5023
198 974 580 4827
1241 377 5503 720
449 136 2808 1253
737 586 5088 4554
13 640 629 5023
117 470 3774 1885
1349 212 5407 2025
1089 951 1253 1396
1416 699 4604 90
1434 372 5550 90
945 526 1253 4104
462 210 5407 90
1095 805 1009 90
244 1140 38 1009
235 1353 4827 1375
1017 968 2917 2025
825 563 4394 4604
696 506 3063 3211
942 121 3063 591
907 636 4827 4604
23 1015 4604 2971
1 966 1885 2025
296 673 5088 667
1209 987 5407 4394
118 1065 4573 2917
1425 213 1253 1269
965 1137 1009 4104
1158 823 2809 4573
968 608 5088 629
428 536 1178 5088
1169 1200 1375 1009
254 851 629 5116
364 980 2331 2822
508 678 5407 2809
1423 894 1009 5088
116 1021 38 1885
1150 237 4144 2025
1300 1218 4104 5132
215 597 5407 3211
751 1364 2971 2822
1206 405 5503 4119
1214 915 1269 3471
1108 771 5088 4394
416 940 5407 2822
694 608 1225 667
866 1191 2025 4394
1364 838 99 1253
1224 331 3471 4573
1312 114 591 2822
495 714 4119 5023
262 375 1885 1396
36 714 2331 667
1144 422 591 1178
1432 783 4394 90
686 494 2331 5132
1425 228 4946 4554
110 931 99 1178
1231 739 90 5023
1075 1004 2567 5503
1193 319 350 1885
1034 928 4144 5132
72 1165 4270 5503
405 833 4604 5407
490 90 1253 2822
667 434 4604 2808
466 831 3471 2808
586 932 4827 5407
1125 56 4119 4698
584 911 2331 2567
1058 1384 1396 3471
1263 456 38 90
315 522 4604 580
847 743 4270 4698
1153 893 5088 1885
164 756 667 4144
985 408 2025 90
1078 927 4827 667
238 814 4946 4394
1130 1305 5116 1991
746 821 3063 3471
893 1255 4270 4573
394 406 2530 4554
853 175 4394 1396
405 1058 99 5132
226 627 720 4104
1004 1134 5503 4827
1282 1218 4104 5132
1044 1129 720 5132
1393 246 38 5407
779 679 1885 2917
139 608 1225 667
637 259 3398 1253
648 205 1225 1375
833 405 1009 5023
1299 658 1225 90
1401 705 1375 2822
36 774 2971 1225
671 1026 5132 1375
1295 439 38 580
1052 843 2917 350
1000 1270 350 3398
836 1031 2025 2567
873 876 720 2530
264 636 1885 4698
289 617 3774 4827
985 856 1375 4946
457 862 2809 3211
1224 738 1991 4698
516 987 1396 4946
1030 740 4104 1375
248 230 5088 3063
633 284 4144 5503
1138 612 90 629
1048 296 591 5088
769 1295 2331 720
271 787 2530 4827
1010 189 4394 350
794 739 5023 90
1182 556 2809 90
772 1028 38 2530
893 550 4119 4573
86 739 4394 2808
1224 597 5550 629
704 1165 5503 4270
1346 552 5088 4604
177 131 3063 1269
992 781 3398 5407
97 1029 3774 2971
604 375 1885 1396
1131 622 2025 629
1330 578 580 3471
479 850 38 2809
64 1205 1178 1375
905 618 4104 2808
1264 1314 2971 2530
1215 129 5550 4573
407 1270 3398 350
1280 854 1225 2567
1311 383 4604 4554
585 956 2822 1885
1293 1166 2025 1009
1254 1088 4604 1991
431 586 4554 5088
720 1355 2971 3063
87 1203 1396 3398
1236 52 2530 3063
142 943 591 4827
825 1439 1225 4394
942 1377 1225 4270
236 1036 5407 2530
919 837 5503 1253
877 230 1885 4394
324 1127 3774 4144
99 121 591 3063
1035 804 2567 720
30 934 591 4144
141 661 3398 38
793 1209 1225 1885
387 113 1375 720
1222 1170 4827 3398
1167 1001 2808 5550
240 360 580 5407
231 915 3471 1269
1206 740 2567 4946
1190 177 3211 629
1192 740 5023 1253
986 707 591 4270
1108 511 4104 3063
1014 1161 5550 4270
961 519 4104 5407
1020 215 5503 5407
1302 723 4573 629
53 1011 1178 2971
583 867 2822 1991
478 973 591 1396
1393 774 3211 1225
244 269 2917 1178
1238 661 4119 2331
751 800 4270 2822
1165 910 2917 1225
1149 290 2809 2971
182 268 5503 1225
326 1140 1009 38
152 1082 3398 4394
630 240 4554 4119
584 747 1269 4827
700 961 4604 38
370 255 1225 4573
1121 996 3063 38
847 1112 5023 2025
556 578 580 3471
611 14 4946 4698
937 1047 1009 4119
89 62 4394 5116
912 707 1991 3398
344 331 4573 3471
598 748 2331 2530
1406 751 5132 90
31 339 4604 4946
136 1165 5503 4270
592 549 5023 1269
1183 1274 1991 4394
1066 392 5550 720
1027 591 4119 3063
500 942 4604 1225
844 772 5088 4698
1314 693 2567 4104
1280 405 5503 4119
1183 1282 5116 38
1191 640 5023 629
216 558 1991 90
1399 927 1885 5550
833 351 5407 1991
496 1064 1225 2809
948 100 4573 2025
1207 740 5023 1253
613 1212 5407 5088
456 748 3471 90
508 732 4698 720
963 992 2331 38
1160 658 90 1225
219 1106 4119 5132
1096 62 4394 5116
554 40 2025 5550
1141 192 350 5116
405 1028 38 2530
283 778 2808 580
790 441 4104 5550
745 1098 99 5023
1397 963 99 1885
270 274 5550 4144
145 743 5116 3211
1024 955 1375 2530
1221 1143 2025 4827
69 715 2808 5116
946 141 38 4144
506 748 5116 2971
1373 1031 2567 2025
381 292 1009 2809
25 14 4698 4946
185 535 4554 5550
948 411 4604 4104
705 156 4104 629
1362 924 4698 2809
1303 1073 2808 5132
809 637 38 4554
1315 945 2971 667
1121 843 350 2917
1374 411 4604 4104
1400 552 4604 5088
17 837 350 3211
837 863 2822 4144
102 292 2809 1009
521 793 4604 1009
848 413 99 90
1045 377 720 5503
455 1060 1009 591
603 591 2971 2331
589 927 350 3063
1335 652 5023 4946
278 893 2809 4604
79 743 5116 3211
1124 1425 720 4270
318 636 1396 1178
495 338 1178 4270
384 374 591 4604
174 1170 3398 4827
211 521 3211 2331
316 685 3398 4573
1187 867 90 3398
1396 185 5407 5550
299 560 38 4104
1332 1479 2567 2971
573 485 3398 4946
566 351 1991 5407
1304 230 1009 4394
587 961 4604 4573
1171 468 4104 2822
1169 849 5116 591
387 723 629 4573
226 1068 38 2567
831 517 5023 2917
1214 274 5550 4144
294 205 1225 1375
1216 284 2917 5088
508 970 99 2808
529 814 4604 5503
165 386 2331 1009
147 119 2530 1269
937 894 5088 1009
990 1405 3398 2809
455 1303 1885 3471
596 1130 1009 2822
1353 1127 4144 3774
1349 434 629 1253
951 1155 99 350
670 944 4394 2822
425 547 3063 4698
555 700 5023 5088
1120 1036 2530 5407
428 292 1009 2809
1187 506 3063 3211
943 549 1269 5023
1029 111 667 4698
322 793 4119 4270
828 1178 629 5132
972 257 3398 4554
1213 1188 1991 1178
1409 1089 1009 667
1033 1057 1269 2025
474 443 1178 667
1397 1434 2971 1253
185 269 1178 2917
933 899 3211 1009
927 496 2331 4604
1382 838 2809 1178
1111 261 3471 1991
643 800 4270 2822
271 255 720 4144
1198 341 2025 580
427 743 4698 4270
2 1074 4104 350
508 978 4827 4104
971 1233 5503 5116
1178 983 350 4119
910 1165 4270 5503
1118 532 2917 4698
904 1255 4573 4270
693 436 4270 4604
912 555 5407 720
1114 717 2971 4394
158 1162 1269 4144
1432 173 2567 1253
964 1002 99 2567
574 925 5088 2331
1357 810 1396 2530
1035 952 2025 2530
500 771 1009 3774
439 1051 2917 5132
1062 891 5503 2809
544 1295 2331 720
29 963 1009 5407
21 268 2917 4604
857 927 5550 1178
1304 943 5132 3774
1221 837 350 3211
816 565 2971 4144
1188 1307 5132 4554
814 676 1885 629
1224 511 3063 4104
1308 666 4698 5023
1422 816 4394 629
642 1003 629 2971
454 1092 5132 4946
1340 220 350 5132
1273 350 5023 1396
1124 703 2808 4119
996 688 5023 2567
242 1045 5407 5116
1338 226 2917 1253
1078 1034 2917 5407
1061 287 1225 5550
135 547 3063 4698
589 111 667 4698
361 1010 3211 5132
66 410 4119 4604
1191 1332 1009 1225
935 1255 4270 4573
304 733 5116 2567
7 361 5407 4144
271 658 1225 90
69 1002 2808 2025
1299 850 38 2809
1218 1221 5550 1396
1285 1028 667 350
402 434 2808 4604
52 877 2530 1225
572 1098 5023 99
434 837 3063 4827
1174 1147 5550 1009
941 871 5550 1253
126 442 667 2822
76 801 1375 667
1105 383 4604 4554
991 40 5550 2025
769 1082 4394 3398
869 784 5550 2822
1101 360 580 5407
892 221 5407 4573
357 213 5023 5116
962 693 2567 4104
907 132 3063 1253
995 561 2971 38
1363 346 2809 4827
1030 954 5132 4573
487 136 2808 1253
983 949 5023 5407
1085 1386 4144 4270
1345 1092 4946 5132
883 1074 4104 350
1017 1016 3063 4573
452 1079 1991 2331
825 612 629 90
426 807 591 2025
347 1125 5132 3063
432 544 3471 5407
1084 1191 2025 4394
787 899 2809 99
115 517 2530 4104
1069 534 2971 4573
119 421 3398 2567
1343 750 90 1178
419 862 2809 3211
46 408 2025 90
19 698 629 4270
1073 361 5407 4144
1225 623 2822 3471
1217 420 591 4104
581 774 591 99
81 565 90 1885
75 1374 3471 5023
85 748 90 3471
890 417 5503 4104
606 747 1269 4827
339 717 5088 4104
1120 583 3398 1375
556 369 4270 1009
1070 315 5116 2331
611 434 5088 3398
526 565 4144 2971
256 374 591 4604
692 807 5023 2822
718 588 1253 3211
1031 330 3774 3063
746 513 4104 1178
1265 1174 3063 2809
268 341 2025 580
24 290 2971 2809
1320 868 3211 1991
1263 1468 3398 5132
922 1274 4394 1991
417 1446 4827 3471
1090 582 2917 4119
226 266 1991 5550
878 775 1375 2971
186 259 1253 3398
407 90 5023 4270
1328 1057 2808 38
1284 372 90 5550
730 765 5023 4104
1058 945 2971 667
904 409 3774 4270
225 735 3063 5116
1225 464 2917 3211
316 774 3211 1225
463 444 4119 3774
1216 255 1375 1991
381 843 5116 90
338 738 90 4827
4 970 2808 99
33 622 2971 1885
424 428 2808 1178
303 434 1253 629
516 845 4270 2971
527 443 3774 4104
825 717 4104 5088
51 953 5550 2917
1227 1072 5088 38
1240 1233 5116 5503
1283 123 5116 4827
1435 879 1885 2567
668 1048 5132 2567
1221 1039 2971 4554
794 517 2917 5023
1309 868 3211 1991
507 870 4394 4119
14 291 4554 591
239 707 1396 3774
1068 458 667 2530
779 213 1269 1253
1414 1209 1253 5132
1406 1123 1269 38
1275 192 667 3211
1376 226 38 1225
52 1079 1991 2331
245 1088 4604 1991
621 908 350 5088
860 914 2917 720
360 230 1009 4394
1140 464 3211 2917
986 1303 3471 1885
952 867 1991 2822
787 309 5550 580
595 1228 1396 38
648 907 2917 3471
893 511 3063 4104
431 653 2808 4946
1018 269 1178 2917
470 1200 4394 4573
1135 162 1009 4827
789 136 2530 2808
633 578 4270 2809
84 93 3063 2917
816 256 2567 2822
442 714 5023 4119
1039 566 4573 4104
259 194 1253 5088
1185 1065 2917 4573
923 749 2917 4827
447 867 90 3398
698 230 1885 4827
1176 1035 4270 5407
223 583 3398 1375
539 1011 1178 2971
1171 922 5116 4119
777 898 4270 580
93 750 1178 90
924 246 38 5407
1377 535 4554 5550
1419 710 2567 3211
550 802 5088 3471
158 802 5550 591
382 735 3063 5116
921 269 2917 1178
652 246 38 5407
1302 734 3471 629
1395 995 3774 4573
751 688 5023 2567
688 34 5550 5503
933 833 1225 3063
1169 313 99 580
369 945 2971 667
1338 905 1885 1253
469 618 4104 2808
253 796 1375 4119
1206 360 5407 580
1347 1270 350 3398
819 1470 2971 5088
531 293 629 3774
674 1321 1009 3471
626 1116 4554 1396
934 714 5023 4119
830 960 1178 2025
139 487 667 5503
432 169 580 4698
972 1058 38 1178
618 810 4119 5088
986 443 1178 667
814 162 4827 1009
1330 351 5407 1991
690 1112 4144 1009
883 707 2917 2331
628 819 2971 720
179 424 2971 5407
457 152 1269 2567
420 848 3211 3471
56 341 2025 580
506 272 5132 1396
1209 589 629 99
1286 458 667 2917
101 657 1178 350
137 360 5407 580
451 185 2530 1253
686 940 2025 2331
1310 1219 5088 90
1136 375 3774 591
988 586 5088 4554
1027 944 2822 4394
250 793 1009 4604
756 853 5407 5132
82 627 1178 3398
552 543 4104 1225
1275 578 4270 2809
201 506 3063 3211
478 739 2808 4394
1098 169 580 4698
25 734 5116 5088
629 679 2917 1885
1017 968 2917 2025
434 1147 5132 1225
212 1007 1009 4946
913 611 3471 4104
411 970 1225 3774
646 1039 4554 2971
358 577 667 1269
1188 830 2808 4827
676 387 4604 5023
319 780 2025 2822
366 120 5088 2808
716 250 2917 3774
1087 740 4946 2567
1323 714 2331 667
379 802 5550 591
1330 802 591 5550
542 506 5503 4554
893 1017 5503 5088
384 844 2809 1991
258 568 350 2971
1159 237 2025 4144
457 210 5407 90
349 739 5023 90
789 1017 5116 580
889 689 4119 4144
228 667 1885 4119
576 833 3063 1225
714 521 4554 1269
430 943 4827 591
933 537 90 2331
1413 524 2025 4946
1318 443 3774 4104
955 1191 2025 4394
664 269 2917 1178
975 330 3774 3063
987 449 4698 90
1089 766 5088 4946
329 121 4104 4698
1079 974 580 4827
1136 217 580 667
818 968 2025 2917
492 1301 2809 1253
746 564 2809 5023
1228 869 1253 2025
381 215 5503 5407
1209 877 5132 1178
849 566 4104 4573
1029 177 3211 629
1330 409 5132 4394
440 954 1991 1253
185 1390 720 5023
28 566 4104 4573
299 1063 1991 5088
34 910 2530 5503
1208 928 5132 4144
518 120 2808 5088
817 298 5023 1178
1112 863 4604 2025
934 360 580 5407
329 603 4270 2808
488 853 5407 5132
998 794 580 1269
555 652 4946 5023
1296 299 580 3211
1007 112 3063 2808
663 131 4104 4946
995 688 2567 5023
341 1353 4827 1375
213 270 3211 3774
124 891 5503 2809
1210 146 5503 38
1280 313 580 99
698 833 4604 99
84 804 720 2567
665 714 4119 5023
1255 828 4698 4394
55 351 5407 1991
922 740 1396 1269
439 162 591 2530
1119 727 3774 90
523 1082 4394 3398
404 520 4104 90
408 1303 3471 1885
832 522 4604 580
400 701 1009 1178
192 450 4698 1178
471 748 2530 2331
741 300 1269 2822
546 925 2331 5088
693 865 3211 720
199 622 720 4554
864 918 5550 3063
679 719 720 591
198 616 2822 580
590 544 3471 5407
1422 360 580 5407
607 775 1253 1375
323 417 4104 5503
1039 392 4554 3063
1274 685 4104 4144
1023 112 2808 3063
56 875 4144 3211
838 136 2530 2808
1187 704 3471 1253
931 485 3398 4119
863 1084 3471 1178
670 903 2808 350
891 1000 4698 1396
490 1035 5088 5132
196 519 5407 4104
1091 313 99 580
1020 956 1885 2822
418 1301 2809 1253
38 700 5088 5023
969 114 1253 591
393 739 2808 4394
935 374 4946 3774
1087 492 4946 5550
132 738 4827 3211
418 315 2331 5116
1347 458 5407 1225
894 494 2331 5132
827 983 350 629
1118 386 2331 1396
200 468 2822 4104
972 753 2331 4104
639 874 580 5088
1066 336 2822 4554
541 774 3211 1225
650 552 4604 5088
920 676 2917 580
695 751 90 5132
310 898 580 4270
652 1253 4573 5116
1236 421 3398 2567
602 373 3774 667
151 636 4827 4604
450 592 1269 3211
950 1176 2809 2808
319 558 2971 1991
320 452 4119 5407
477 392 3063 4554
498 1132 4827 4573
545 617 4827 3774
134 810 2530 1396
608 296 3211 4554
759 1079 2331 1991
1209 1067 1991 2567
592 800 2822 4270
783 995 2917 1375
1103 1416 3471 4270
843 250 591 1269
784 648 1269 4946
984 637 4554 38
1107 1071 5550 5023
853 725 3774 350
117 638 4698 1225
1238 1026 1375 5132
1397 230 4827 1885
1331 576 2822 4119
241 301 580 629
722 849 5503 3774
561 1004 5503 2567
1417 918 5503 2331
956 1303 3471 1885
570 750 2822 99
721 778 2808 580
1368 923 3398 5023
132 627 3398 1178
1173 1117 350 1991
546 1035 5132 5088
762 387 5023 4604
195 141 38 4144
621 530 3211 5023
736 535 1178 2822
1147 802 5550 591
918 934 4144 591
1386 771 4394 5088
8 920 38 1253
575 1097 2530 4144
1053 566 4573 4104
270 354 2025 720
49 274 4144 5550
1317 1126 350 38
1083 610 5023 3063
784 944 2822 4394
541 827 3063 720
487 1082 3398 4394
368 458 667 2917
943 1037 1253 350
428 944 350 4946
698 928 4144 5132
620 1058 1178 38
497 740 4554 1991
13 1106 5132 4119
669 611 99 3211
373 315 2331 5116
1085 40 2530 2917
373 63 350 1009
79 1282 38 5116
500 1039 4554 2971
347 594 1375 5407
751 492 3774 2331
267 1416 3471 4270
309 1122 2530 2809
364 85 1269 2808
621 676 580 2917
480 688 2567 5023
725 841 1375 2567
804 425 99 4119
1176 355 99 720
83 703 5023 667
834 133 1991 38
1102 611 4104 3471
1411 519 5407 4104
335 893 1885 5088
829 1276 38 4270
737 623 3471 2822
1111 1113 4573 1009
962 230 3063 5088
676 492 1225 580
64 915 3471 1269
309 374 4946 3774
95 837 350 3211
39 874 2809 2025
547 34 5503 5550
719 1476 1375 4270
995 751 1991 667
1248 558 90 1991
1206 350 1375 38
486 622 2971 1885
186 652 5023 4946
664 944 350 4946
147 263 629 4604
1294 524 4946 2025
1274 927 1885 5550
675 704 4144 3398
205 109 1225 720
472 1245 2025 1396
376 1198 5132 667
850 513 2567 1178
190 549 5023 1269
1233 627 4104 720
620 1042 1178 1225
637 1064 2809 1225
1256 935 4104 4394
1372 1035 2809 4104
246 1117 1991 350
1368 1356 2971 1269
451 871 2530 3471
1301 1071 5550 5023
1364 353 4604 4698
1157 186 1009 5132
209 740 4104 1375
846 903 350 2808
535 732 4698 720
467 487 5503 667
586 1191 2025 4394
386 611 3471 4104
602 1194 2567 5407
853 392 90 2971
503 141 5116 1396
168 1479 2971 2567
387 549 1269 5023
867 1060 4144 2567
841 376 2917 629
219 560 38 4104
813 769 591 5503
1368 539 4698 2530
50 386 2331 1396
553 1082 2809 2917
242 108 4827 350
347 40 2025 5550
265 406 2530 4554
600 611 2025 3398
495 900 2567 1009
369 868 3211 1991
1188 967 2331 4573
1115 1511 5116 3471
227 521 4554 1269
542 934 4144 591
98 1020 1253 5407
515 449 1375 5503
1382 680 4104 1991
1340 1322 591 2971
1363 456 38 90
419 374 4604 591
287 1371 2809 2822
1425 714 667 2331
27 177 3211 629
888 382 1885 1009
412 671 3471 667
543 988 2822 90
1321 561 2971 38
255 1048 5132 2567
1090 871 2530 3471
221 1097 4144 2530
617 1007 4946 1009
341 1356 1269 2971
505 1051 5550 5088
1030 395 90 5503
1158 952 2025 2530
875 292 5116 1885
657 582 2567 629
641 1178 1009 5503
1427 955 4698 350
374 1106 4119 5132
987 228 2331 5023
1318 729 4270 4946
787 40 2025 5550
1316 272 591 2567
183 637 38 4554
495 627 1178 3398
1199 842 1375 4698
668 843 2917 350
114 1028 667 350
902 431 4573 90
570 439 38 580
462 592 1269 3211
819 255 1225 4573
1414 521 4554 1269
253 695 2530 4394
630 744 580 1885
1390 115 4104 4119
1104 1065 2917 4573
1339 268 2917 4604
176 308 1178 2530
718 833 720 2808
701 819 3471 2971
211 633 4698 2331
1321 1476 1375 4270
613 951 1253 1396
557 801 1375 667
588 1040 1396 2822
1237 759 4144 4946
136 428 3398 2917
153 401 5116 5132
222 188 3211 4119
1204 977 3211 1375
1408 521 4104 2917
181 751 90 5132
280 331 3471 4573
320 1058 99 5132
925 844 2809 1991
285 866 5550 3774
252 611 3471 4104
1070 1161 38 4827
631 341 2025 3471
819 1419 1396 1225
526 954 1253 1991
701 402 629 2822
1062 856 1375 4946
549 685 4144 4104
1106 1123 1269 38
1114 1476 1375 4270
238 1282 38 5116
1001 568 350 2971
848 378 3471 5550
227 801 667 1375
625 651 4270 5088
1199 1502 5116 1225
821 319 350 1885
1242 926 5132 1991
908 910 2530 5503
582 513 2567 1178
692 94 3471 1225
253 600 3063 4270
953 740 1396 1269
1132 650 4554 4573
1018 819 3471 2971
1048 445 2331 1178
101 526 1253 4104
419 300 2822 1269
